date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:08:23	1277/1277	---M-Z	200	added ('OK')	image/svg+xml	etag:%224fd-6604e4ba-30fdd197e1e5a796;gz%22	https://marveltheme.com/tf/html/bentofolio-html/assets/img/icons/branding.svg	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/img/icons/branding.svg	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:24	3192/3192	---M--	200	added ('OK')	image/png	etag:%22c78-66077c90-4b8624b64a04f972;;;%22	https://marveltheme.com/tf/html/bentofolio-html/assets/img/bg/object-3d-1.png	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/img/bg/object-3d-1.png	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:25	4566/4566	---M--	200	added ('OK')	image/png	etag:%2211d6-66077c9e-fe3a12048e609a6b;;;%22	https://marveltheme.com/tf/html/bentofolio-html/assets/img/bg/object-3d-2.png	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/img/bg/object-3d-2.png	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:26	107748/107748	---M-Z	200	added ('OK')	application/javascript	etag:%221a4e4-647cf1d8-fbc287b654e7ddc1;gz%22	https://marveltheme.com/tf/html/bentofolio-html/assets/js/vendor/jquery-3.6.0.min.js	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/js/vendor/jquery-3.6.0.min.js	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:26	80578/80578	---M-Z	200	added ('OK')	application/javascript	etag:%2213ac2-648496a6-4ce6a0ae06a723fa;gz%22	https://marveltheme.com/tf/html/bentofolio-html/assets/js/bootstrap.bundle.min.js	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/js/bootstrap.bundle.min.js	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:26	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-648496a6-7bf8b1f9492deb3a;gz%22	https://marveltheme.com/tf/html/bentofolio-html/assets/js/jquery.magnific-popup.min.js	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/js/jquery.magnific-popup.min.js	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:26	1634/1634	---M-Z	200	added ('OK')	application/javascript	etag:%22662-660a7470-1b380d7374eea6ae;gz%22	https://marveltheme.com/tf/html/bentofolio-html/assets/js/ajax-form.js	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/js/ajax-form.js	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:27	9160/9160	---M-Z	200	added ('OK')	application/javascript	etag:%2223c8-6605abd8-5a7d3971fe46b98e;gz%22	https://marveltheme.com/tf/html/bentofolio-html/assets/js/clipboard.min.js	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/js/clipboard.min.js	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:27	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%22a76f-648496a6-f731853c6e071a72;gz%22	https://marveltheme.com/tf/html/bentofolio-html/assets/js/slick.min.js	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/js/slick.min.js	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:28	2536/2536	---M-Z	200	added ('OK')	application/javascript	etag:%229e8-660a1bee-817aada84e615e4e;gz%22	https://marveltheme.com/tf/html/bentofolio-html/assets/js/script.js	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/js/script.js	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:28	249739/249739	---M--	200	added ('OK')	image/png	etag:%223cf8b-6604cd04-f566200215defd0e;;;%22	https://marveltheme.com/tf/html/bentofolio-html/assets/img/bg/banner-shape-1.png	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/img/bg/banner-shape-1.png	(from https://marveltheme.com/tf/html/bentofolio-html/index.html)
23:08:29	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-647c4822-7d12f259ecf439e7;gz%22	https://marveltheme.com/tf/html/bentofolio-html/assets/fontawsome/webfonts/fa-brands-400.eot?	D:/bentofile/marveltheme.com/tf/html/bentofolio-html/assets/fontawsome/webfonts/fa-brands-400d41d.eot	(from https://marveltheme.com/tf/html/bentofolio-html/assets/fontawsome/css/all.min.css)
